id,title,body,category,priority
cr84leb5,Sincronizzazione report,Le informazioni di attraverso API REST risultano obsolete rispetto al sistema centrale.,Tecnico,media
kag0ttyo,Modifica commessa supporto tecnico,È necessario rettificare alcune voci in per reparto vendite.,Commerciale,bassa
1dof9c6p,Sollecito per rinnovo servizi,Il termine per la transazione del 15/10 è decorso senza che ricevessimo il pagamento.,Amministrazione,alta
d6gjdwdu,Richiesta fattura per abbonamento annuale,La fattura per la transazione del 15/10 non è disponibile nel nostro sistema. Sarebbe possibile riceverla?,Amministrazione,media
tlsn7ne4,Verifica importo fattura mese corrente,Abbiamo notato che gennaio 2024 riporta cifre diverse da quelle concordate contrattualmente.,Amministrazione,bassa
badbj371,Modifica richiesta piattaforma integrata,Avrei bisogno di modificare l'ordine per il Q2 2024 prima della spedizione.,Commerciale,alta
pzwitx87,Interruzione servizio dashboard,Ogni tentativo di operare su sul modulo reporting provoca il blocco del sistema.,Tecnico,alta
mf2w95lh,Accesso negato a integrazione API,Non ho più i privilegi necessari per operare su sul modulo reporting.,Tecnico,alta
vqxa2vmo,Stato ordine pacchetto standard,Vorrei un riscontro sullo stato di avanzamento di implementazione completa.,Commerciale,media
6cu21szy,Tempi di consegna per modulo CRM,Potete garantire la consegna urgente di per sede Milano?,Commerciale,media
rp4vkaih,Pagamento canone mensile in sospeso,Il pagamento della rata semestrale risulta ancora in elaborazione da diversi giorni. Potete verificare lo stato?,Amministrazione,media
jfcer1ta,Documentazione contabile mese corrente,Vorrei ottenere la reportistica della posizione cliente CLI-789 per verifica interna.,Amministrazione,bassa
b0upbs6h,Sollecito per servizio cloud,La posizione la rendiconto n. 567 è ancora aperta nonostante i termini concordati siano scaduti.,Amministrazione,alta
clm6vp21,Disponibilità articolo supporto tecnico,Potete comunicarmi la disponibilità attuale di con contratto annuale?,Commerciale,bassa
tsj5v6in,Documentazione contabile abbonamento annuale,Vorrei ottenere la reportistica del compenso consulenza per verifica interna.,Amministrazione,bassa
tk3czo91,Richiesta rimborso per periodo fiscale,Serve un conguaglio per il servizio di supporto dato il disservizio riscontrato.,Amministrazione,media
56v6wd7z,Modifica ordine software gestionale,L'ordine soluzione chiavi in mano contiene un errore nelle specifiche. Come possiamo correggerlo?,Tecnico,alta
r59jzfq8,Comportamento anomalo durante integrazione API,"Quando provo a in orario di punta, il sistema non completa l'operazione come dovrebbe.",Tecnico,media
xgkkv173,Modifica ordine soluzione cloud,Avrei bisogno di modificare l'ordine incluso supporto H24 prima della spedizione.,Commerciale,alta
2ujelcw5,Stato ordine toolkit sviluppo,A che punto è l'evasione dell'ordine 50 licenze?,Commerciale,bassa
s3v2sept,Interruzione servizio elaborazione batch,L'applicazione termina inaspettatamente durante nel servizio schedulato.,Tecnico,alta
0841r4ok,Modifica interesse pacchetto base,Avrei bisogno di modificare l'ordine 50 licenze prima della spedizione.,Commerciale,media
0zpavs2d,Interruzione servizio integrazione API,Da stamattina nel servizio schedulato si blocca continuamente e non riesco più a lavorare.,Tecnico,media
pjwoq598,Anomalia nel modulo export dati,In tramite l'interfaccia web si verifica un'interruzione quando inserisco determinati valori.,Tecnico,alta
sv80w2m9,Modifica requisizione pacchetto base,L'ordine con formazione inclusa contiene un errore nelle specifiche. Come possiamo correggerlo?,Commerciale,alta
i71d332x,Richiesta rimborso per mese corrente,Necessito dello storno di l'accordo commerciale per non conformità della prestazione.,Amministrazione,media
i0e3z5kf,Richiesta fattura per prestazione professionale,Non trovo traccia della ricevuta per l'ordine ORD-2024-001 nel sistema contabile.,Amministrazione,media
u87gihkv,Verifica importo fattura Q1 2024,Il totale della posizione cliente CLI-789 presenta una variazione rispetto all'importo comunicato in precedenza.,Amministrazione,media
1flx3kjz,Accesso negato a export dati,Ricevo un messaggio di accesso negato ogni volta che provo dal client desktop.,Tecnico,alta
7hg137cn,Documentazione contabile quota associativa,Per la revisione contabile ci serve l'archivio completo del pagamento ricorrente.,Amministrazione,bassa
x4m1yumv,malfunzionamento nel modulo backup,Il modulo codice 500 produce output non deterministici.,Tecnico,alta
mw2jg6da,Disponibilità articolo toolkit sviluppo,Siamo interessati a ordinare con SLA garantito ma sul sito risulta non disponibile.,Commerciale,bassa
h7878epi,Verifica importo fattura canone mensile,Abbiamo notato che l'accordo commerciale riporta cifre diverse da quelle concordate contrattualmente.,Amministrazione,media
fcg7drt8,Verifica estratto conto licenza software,Riscontro operazioni non riconosciute nel riepilogo della transazione del 15/10.,Amministrazione,media
0weccf3d,Disponibilità articolo supporto tecnico,Serve conferma della pronta consegna per 50 licenze.,Commerciale,bassa
g4rt8ti4,Tempi di consegna per manutenzione estesa,Quale sarebbe il termine di fornitura per deployment on-premise?,Commerciale,media
v602as0k,disfunzione nel modulo integrazione API,Ho riscontrato un comportamento irregolare in codice 500 che causa perdita di dati.,Tecnico,alta
jxm4s7ie,Richiesta preventivo per software gestionale,Potete inviarmi una quotazione per il cliente aziendale? Stiamo valutando diverse opzioni.,Commerciale,alta
4sm79y8c,Verifica importo documento canone mensile,Sulla fattura il compenso consulenza c'è una differenza di circa 200€ rispetto al preventivo.,Amministrazione,media
65gyq97z,Interruzione servizio archiviazione,L'applicazione si arresta improvvisamente quando utilizzo dopo l'ultimo aggiornamento.,Tecnico,bassa
8ecnqit2,Richiesta parcella per consulenza,Mi serve urgentemente il documento fiscale di l'importo convenuto per la chiusura.,Amministrazione,media
d5nwyf81,Interruzione servizio backup,Il modulo sulla dashboard principale causa il freeze dell'intera interfaccia.,Tecnico,alta
5268wldv,Stato necessità manutenzione estesa,Dove si trova attualmente la spedizione per bundle completo? La data di consegna prevista è passata.,Commerciale,media
jd6qhr8r,Richiesta rimborso per fornitura materiali,Necessito dello storno del servizio di supporto per non conformità della prestazione.,Commerciale,media
01x9wgci,Pagamento Q1 2024 in sospeso,L'importo per l'abbonamento trimestrale è stato addebitato ma non risulta a sistema. Serve un controllo.,Amministrazione,alta
ktsds24w,Funzionalità integrazione API non operativa,La feature codice 500 è presente ma completamente non funzionante.,Tecnico,media
3ind7vf7,Stato ordine software gestionale,La commessa con contratto annuale risulta ancora in elaborazione dopo due settimane.,Commerciale,media
ag8590q6,Accesso negato a import massivo,Dopo l'ultimo aggiornamento non posso più accedere a sulla dashboard principale.,Tecnico,alta
9racxjfk,Modifica ordine consulenza strategica,Vorremmo aggiungere alcuni articoli all'ordine il cliente aziendale già effettuato.,Commerciale,alta
q3pnwzx2,Pagamento contratto di manutenzione in sospeso,"Il saldo contratto n. 12345 dovrebbe già essere stato processato, ma non risulta.",Amministrazione,media
68wd3ei2,Comportamento anomalo durante elaborazione batch,Il sistema mostra un comportamento inatteso quando tento di eseguire dal client desktop.,Tecnico,alta
vnh1wr0e,Pagamento prestazione professionale in sospeso,Il versamento relativo alla transazione del 15/10 non appare nell'estratto conto. È andato a buon fine?,Amministrazione,alta
83prspsn,Documentazione contabile quota associativa,Serve l'estratto di tutte le operazioni il servizio di supporto per audit.,Amministrazione,bassa
wu6x9x3n,Anomalia nel modulo backup,Rilevo anomalie persistenti nell'elaborazione di da ieri sera.,Tecnico,alta
kgjpyp83,Sincronizzazione integrazione API,I dati in durante il processo notturno non sono allineati con le altre sezioni del sistema.,Tecnico,media
3tzefgn7,bug nel modulo sincronizzazione,L'applicazione mostra errori sistematici in dopo l'ultimo aggiornamento.,Tecnico,alta
6wvoqajk,Richiesta preventivo per supporto tecnico,Chiedo gentilmente una proposta commerciale per con formazione inclusa da presentare alla direzione.,Commerciale,media
4mvn9kea,Sollecito per Q1 2024,La scadenza della fornitura di dicembre è passata da alcune settimane. Quando prevede di effettuare il pagamento?,Amministrazione,alta
oz8b58rw,Disponibilità articolo consulenza strategica,Potete verificare l'inventario di modalità SaaS?,Commerciale,bassa
142hflwq,Pagamento servizio cloud in sospeso,Vorrei sapere a che punto è il trasferimento fondi per il contratto quadro.,Amministrazione,media
0rzfqk77,Tempi di consegna per pacchetto standard,Abbiamo necessità di 10 utenti per il giorno X. È fattibile?,Commerciale,media
bebg5bme,Stato fabbisogno soluzione cloud,Vorrei un riscontro sullo stato di avanzamento di bundle completo.,Commerciale,media
7ewvo9wg,Richiesta rimborso per consulenza,Vorremmo procedere con l'annullamento e rimborso della rata semestrale.,Amministrazione,media
xfzn3sy9,Richiesta preventivo per supporto tecnico,Serve una valutazione economica per per reparto vendite.,Commerciale,media
k41xijv4,Anomalia nel modulo dashboard,La funzionalità con utenti multipli genera risultati incoerenti ad ogni esecuzione.,Tecnico,alta
i3hnjwl0,Stato necessità toolkit sviluppo,Potete fornirmi informazioni sulla spedizione modalità SaaS?,Commerciale,bassa
ukp1es6g,Verifica estratto conto prestazione professionale,Il rendiconto contratto n. 12345 presenta alcuni movimenti che necessitano di chiarimento.,Amministrazione,media
el9b070z,Disponibilità articolo modulo CRM,Vorrei sapere quando sarà disponibile bundle completo. Abbiamo una scadenza da rispettare.,Commerciale,media
t38k6u8z,comportamento inatteso nel modulo integrazione API,La funzionalità in orario di punta genera risultati incoerenti ad ogni esecuzione.,Tecnico,alta
f5w9tdsh,Richiesta rimborso per quota associativa,Vorrei richiedere il rimborso per contratto n. 12345 in quanto il servizio non è stato fornito come concordato.,Amministrazione,media
zlhb1084,Documentazione contabile consulenza,Vorrei ottenere la reportistica della transazione del 15/10 per verifica interna.,Amministrazione,bassa
6pnvu3jy,Accesso negato a backup,Ottengo un errore di autorizzazione quando tento di usare da ieri sera.,Tecnico,alta
fo3wcclx,malfunzionamento nel modulo sincronizzazione,C'è un difetto evidente nel comportamento di da ieri sera.,Tecnico,alta
60rm46hv,Richiesta polizza per servizio cloud,La fattura per l'accordo commerciale non è disponibile nel nostro sistema. Sarebbe possibile riceverla?,Amministrazione,media
q5sb8v5f,Modifica fabbisogno piattaforma integrata,Serve una variazione alla commessa con contratto annuale.,Commerciale,media
688mwpbj,Accesso negato a stampa documenti,La mia sessione su con credenziali corrette viene terminata automaticamente dopo pochi secondi.,Tecnico,media
60ywkzxb,Sincronizzazione import massivo,Le informazioni di dopo l'ultimo aggiornamento risultano obsolete rispetto al sistema centrale.,Tecnico,bassa
xgpqv3lu,Verifica estratto conto quota associativa,Nell'estratto del pagamento ricorrente c'è una transazione che non ricordo di aver autorizzato.,Amministrazione,media
ktai6n0b,Interruzione servizio backup,Si verifica un arresto anomalo quando interagisco con dalla versione 2. 3.,Tecnico,alta
107me2cy,Verifica estratto conto fornitura materiali,Ho notato un doppio addebito per l'abbonamento trimestrale nell'ultimo estratto conto.,Amministrazione,media
svqgoim3,Modifica interesse licenze enterprise,Avrei bisogno di modificare l'ordine con formazione inclusa prima della spedizione.,Commerciale,media
qx657knm,Tempi di consegna per consulenza strategica,Serve conferma dei lead time per con contratto annuale.,Commerciale,media
9e2e9r6s,Stato ordine supporto tecnico,L'ordine il cliente aziendale non è ancora arrivato. Potete verificare a che punto è?,Commerciale,media
i92dhags,Accesso negato a gestione utenti,Non ho più i privilegi necessari per operare su in modalità avanzata.,Tecnico,alta
6x89g3d7,Richiesta preventivo per training on-site,Vorremmo ricevere un computo dettagliato per con contratto annuale.,Commerciale,alta
hew48518,Interruzione servizio integrazione API,Il modulo dalla versione 2. 3 causa il freeze dell'intera interfaccia.,Tecnico,alta
gzam4qpd,Accesso negato a elaborazione batch,Il sistema mi impedisce di entrare in con credenziali corrette dicendo che non ho i permessi.,Tecnico,bassa
jtb24f9o,Richiesta fattura per rinnovo servizi,La fattura per l'importo convenuto non è disponibile nel nostro sistema. Sarebbe possibile riceverla?,Amministrazione,media
sj6brs7l,Modifica commessa servizi professionali,Potete aggiornare i dettagli dell'ordine con formazione inclusa?,Commerciale,alta
kiu94013,Accesso negato a elaborazione batch,L'autenticazione su con utenti multipli fallisce anche se inserisco la password corretta.,Tecnico,alta
02dud3d3,Tempi di consegna per toolkit sviluppo,Potete garantire la consegna urgente di soluzione chiavi in mano?,Commerciale,media
7psdgxf3,Modifica ordine piattaforma integrata,Vorremmo revisionare le quantità di per sede Milano.,Commerciale,bassa
gx20ku2z,Tempi di consegna per piattaforma integrata,Vorrei sapere se per la configurazione enterprise è disponibile la consegna express e a quale costo.,Commerciale,media
4kc2s0e1,Tempi di consegna per licenze enterprise,Abbiamo necessità di con contratto annuale per il giorno X. È fattibile?,Commerciale,alta
fxp4hzk9,Accesso negato a import massivo,La mia sessione su con utenti multipli viene terminata automaticamente dopo pochi secondi.,Tecnico,bassa
2ujtn11n,Stato interesse toolkit sviluppo,La richiesta 50 licenze è stata presa in carico?,Commerciale,media
dviv2k12,Richiesta fattura per periodo fiscale,La fattura per l'accordo commerciale non è disponibile nel nostro sistema. Sarebbe possibile riceverla?,Amministrazione,media
mgs9sbip,Modifica ordine licenze enterprise,È necessario rettificare alcune voci in deployment on-premise.,Commerciale,alta
3zp7ctbu,Tempi di consegna per supporto tecnico,Quale sarebbe il termine di fornitura per per il Q2 2024?,Commerciale,media
r9g4tlqi,comportamento inatteso nel modulo report,Il componente con file superiori a 10MB si comporta in modo diverso rispetto alla documentazione.,Tecnico,alta
dc1tkk21,Richiesta preventivo per toolkit sviluppo,Vorrei ricevere un preventivo dettagliato per con SLA garantito con le relative condizioni commerciali.,Commerciale,alta
4h46rwmt,Sollecito per quota associativa,Il termine per la distinta n. 567 è decorso senza che ricevessimo il pagamento.,Amministrazione,alta
erev1y0i,Richiesta rimborso per quota associativa,Chiedo la restituzione della somma pagata per il servizio di supporto causa inadempienza.,Amministrazione,alta
j3p9pdqk,Interruzione servizio report,Si verifica un arresto anomalo quando interagisco con con file superiori a 10MB.,Tecnico,alta
f1xx45da,Pagamento consulenza in sospeso,Ho effettuato il bonifico per il compenso consulenza ma non ho ricevuto alcuna conferma.,Amministrazione,alta
6x0gu61a,Accesso negato a import massivo,Le mie credenziali per dopo l'ultimo aggiornamento non vengono più riconosciute.,Tecnico,bassa
ezjnhr2w,Stato ordine supporto tecnico,Abbiamo necessità di sapere quando arriverà per il Q2 2024 per programmare le attività.,Commerciale,media
snx2lqn9,Accesso negato a login,Ottengo un errore di autorizzazione quando tento di usare da ieri sera.,Tecnico,media
6443c8z7,Stato ordine pacchetto standard,La commessa con contratto annuale risulta ancora in elaborazione dopo due settimane.,Commerciale,media
m1043kay,Interruzione servizio elaborazione batch,L'utilizzo di dalla versione 2. 3 causa l'arresto dell'intera applicazione senza salvare.,Tecnico,alta
spovuts3,Documentazione contabile contratto di manutenzione,Per la revisione contabile ci serve l'archivio completo della fattura n. 567.,Amministrazione,bassa
776hir4u,Tempi di consegna per servizi professionali,Vorrei sapere se per incluso supporto H24 è disponibile la consegna express e a quale costo.,Commerciale,media
b2cez2nz,Pagamento prestazione professionale in sospeso,L'importo per la posizione cliente CLI-789 è stato addebitato ma non risulta a sistema. Serve un controllo.,Amministrazione,media
adbol10s,Stato ordine software gestionale,L'ordine per il Q2 2024 non è ancora arrivato. Potete verificare a che punto è?,Commerciale,media
vw02eibg,Disponibilità articolo consulenza strategica,Potete comunicarmi la disponibilità attuale di per il Q2 2024?,Commerciale,bassa
w1dnu6vk,Sincronizzazione notifiche,I dati in tramite l'interfaccia web non sono allineati con le altre sezioni del sistema.,Tecnico,media
m83j1ld1,errore di sistema nel modulo stampa documenti,In durante il processo notturno si verifica un'interruzione quando inserisco determinati valori.,Tecnico,alta
edz25uss,Verifica estratto conto servizio cloud,Il prospetto del servizio di supporto mostra addebiti che non tornano.,Amministrazione,media
zyp79rrg,Pagamento mese corrente in sospeso,L'importo per il canone di febbraio è stato addebitato ma non risulta a sistema. Serve un controllo.,Amministrazione,media
d8tls28m,Tempi di consegna per servizi professionali,Quanto tempo richiede l'evasione di modalità SaaS?,Commerciale,media
h0ku1cyz,Richiesta fattura per periodo fiscale,Non trovo traccia della ricevuta per il servizio premium nel sistema contabile.,Amministrazione,media
v94y8gq1,Verifica estratto conto fornitura materiali,Su contratto n. 12345 compare un movimento che non corrisponde a nessuna nostra operazione.,Amministrazione,media
