id,title,body,category,priority
lkf1v8mm,Verifica estratto conto licenza software,Nell'estratto della fattura n. 567 c'è una transazione che non ricordo di aver autorizzato.,Amministrazione,media
jiy01c02,Richiesta rimborso per servizio premium,Serve un conguaglio per il servizio di supporto dato il disservizio riscontrato.,Amministrazione,media
tk3czo91,Richiesta rimborso per periodo fiscale,Serve un conguaglio per il servizio di supporto dato il disservizio riscontrato.,Amministrazione,media
g9l0elvd,Stato ordine toolkit sviluppo,Dove si trova attualmente la spedizione per bundle completo? La data di consegna prevista è passata.,Commerciale,bassa
tz9xomws,Anomalia nel modulo gestione utenti,C'è un difetto evidente nel comportamento di con file superiori a 10MB.,Tecnico,alta
m83j1ld1,errore di sistema nel modulo stampa documenti,In durante il processo notturno si verifica un'interruzione quando inserisco determinati valori.,Tecnico,alta
7kghbz7t,Anomalia nel modulo workflow,Rilevo anomalie persistenti nell'elaborazione di in ambiente produzione.,Tecnico,alta
gzam4qpd,Accesso negato a elaborazione batch,Il sistema mi impedisce di entrare in con credenziali corrette dicendo che non ho i permessi.,Tecnico,bassa
415lxso4,Richiesta rimborso per abbonamento annuale,Serve un conguaglio per contratto n. 12345 dato il disservizio riscontrato.,Amministrazione,media
n6rj2al3,bug nel modulo archiviazione,L'applicazione mostra errori sistematici in con file superiori a 10MB.,Tecnico,alta
rxq987zv,Anomalia nel modulo backup,L'applicazione mostra errori sistematici in dalla versione 2. 3.,Tecnico,alta
puqfy3eq,Richiesta preventivo per licenze enterprise,Chiedo gentilmente una proposta commerciale per con SLA garantito da presentare alla direzione.,Commerciale,media
4sm79y8c,Verifica importo documento canone mensile,Sulla fattura il compenso consulenza c'è una differenza di circa 200€ rispetto al preventivo.,Amministrazione,media
n1rbz3bl,Sollecito per fornitura materiali,La scadenza della transazione del 15/10 è passata da alcune settimane. Quando prevede di effettuare il pagamento?,Amministrazione,alta
n4v3mvp0,Interruzione servizio notifiche,L'applicazione si arresta improvvisamente quando utilizzo con credenziali corrette.,Tecnico,alta
2bfu20we,Pagamento rinnovo servizi in sospeso,Vorrei sapere a che punto è il trasferimento fondi per il pagamento ricorrente.,Amministrazione,alta
1duw7dvb,Pagamento Q1 2024 in sospeso,Ho completato l'operazione di pagamento l'abbonamento trimestrale ma non vedo aggiornamenti.,Amministrazione,alta
g5pw5ld6,Disponibilità articolo piano premium,Siamo interessati a ordinare modalità SaaS ma sul sito risulta non disponibile.,Commerciale,bassa
vc6jcugy,Disponibilità articolo servizi professionali,Siamo interessati a ordinare il cliente aziendale ma sul sito risulta non disponibile.,Commerciale,alta
qqr6w6ql,Performance ridotte su archiviazione,"Quando accedo a codice 500, il sistema diventa molto lento e risponde con ritardo.",Tecnico,media
8ecnqit2,Richiesta parcella per consulenza,Mi serve urgentemente il documento fiscale di l'importo convenuto per la chiusura.,Amministrazione,media
60ywkzxb,Sincronizzazione import massivo,Le informazioni di dopo l'ultimo aggiornamento risultano obsolete rispetto al sistema centrale.,Tecnico,bassa
pm48rg61,Richiesta rimborso per servizio premium,Necessito dello storno di contratto n. 12345 per non conformità della prestazione.,Amministrazione,media
9ibvbgmf,bug nel modulo workflow,In dal client desktop si verifica un'interruzione quando inserisco determinati valori.,Tecnico,alta
moon36i4,Disponibilità articolo servizi professionali,Vorrei sapere quando sarà disponibile 10 utenti. Abbiamo una scadenza da rispettare.,Commerciale,alta
968qry5f,Pagamento consulenza in sospeso,Ho completato l'operazione di pagamento la posizione cliente CLI-789 ma non vedo aggiornamenti.,Amministrazione,alta
v602as0k,disfunzione nel modulo integrazione API,Ho riscontrato un comportamento irregolare in codice 500 che causa perdita di dati.,Tecnico,alta
ksaqn15k,Interruzione servizio report,Si verifica un'interruzione ripetuta quando accedo a in orario di punta.,Tecnico,alta
4vfdx3qh,Richiesta preventivo per piattaforma integrata,Potete inviarmi una quotazione per 10 utenti? Stiamo valutando diverse opzioni.,Commerciale,alta
l524xxav,irregolarità nel modulo login,L'applicazione mostra errori sistematici in sul modulo reporting.,Tecnico,alta
2305kdcu,Richiesta rimborso per servizio cloud,Serve un conguaglio per l'accordo commerciale dato il disservizio riscontrato.,Amministrazione,alta
m3y5estf,Richiesta bollettino per prestazione professionale,Avremmo bisogno della fattura relativa a l'abbonamento trimestrale per completare la contabilità.,Amministrazione,alta
4ks8nht0,Verifica importo fattura quota associativa,L'IVA calcolata sul compenso consulenza non sembra corrispondere all'aliquota pattuita.,Amministrazione,media
ezjnhr2w,Stato ordine supporto tecnico,Abbiamo necessità di sapere quando arriverà per il Q2 2024 per programmare le attività.,Commerciale,media
mf2w95lh,Accesso negato a integrazione API,Non ho più i privilegi necessari per operare su sul modulo reporting.,Tecnico,alta
sv80w2m9,Modifica requisizione pacchetto base,L'ordine con formazione inclusa contiene un errore nelle specifiche. Come possiamo correggerlo?,Commerciale,alta
dvf5akb8,Comportamento anomalo durante dashboard,"Ho notato che in ambiente produzione non funziona più come in passato, potrebbero esserci dei problemi.",Tecnico,alta
g8nk0v36,Verifica estratto conto contratto di manutenzione,Potete chiarire alcune voci presenti nell'estratto il servizio premium?,Amministrazione,bassa
94tstod3,Verifica importo fattura consulenza,L'IVA calcolata su l'accordo commerciale non sembra corrispondere all'aliquota pattuita.,Amministrazione,bassa
hew48518,Interruzione servizio integrazione API,Il modulo dalla versione 2. 3 causa il freeze dell'intera interfaccia.,Tecnico,alta
8sfm61qd,Pagamento consulenza in sospeso,Il bonifico relativo alla transazione del 15/10 non è stato ancora accreditato. C'è qualche problema?,Amministrazione,media
k4pw8g9t,Tempi di consegna per modulo CRM,Vorrei sapere se per la configurazione enterprise è disponibile la consegna express e a quale costo.,Tecnico,media
6wrblaxc,Interruzione servizio modulo contabilità,L'applicazione si arresta improvvisamente quando utilizzo in ambiente produzione.,Tecnico,alta
5not5hm7,Stato domanda piano premium,A che punto è l'evasione dell'ordine deployment on-premise?,Commerciale,media
bttr2nnd,Richiesta preventivo per supporto tecnico,Potete inviarmi una quotazione per bundle completo? Stiamo valutando diverse opzioni.,Commerciale,media
ol1w6hrh,Richiesta fattura per fornitura materiali,Sto cercando la fattura di l'abbonamento trimestrale ma non la trovo negli archivi.,Commerciale,media
6bh9cs1i,Pagamento quota associativa in sospeso,"Il saldo l'accordo commerciale dovrebbe già essere stato processato, ma non risulta.",Amministrazione,alta
vyo39697,Interruzione servizio sincronizzazione,L'utilizzo di nel servizio schedulato causa l'arresto dell'intera applicazione senza salvare.,Tecnico,alta
wu6x9x3n,Anomalia nel modulo backup,Rilevo anomalie persistenti nell'elaborazione di da ieri sera.,Tecnico,alta
j3p9pdqk,Interruzione servizio report,Si verifica un arresto anomalo quando interagisco con con file superiori a 10MB.,Tecnico,alta
776hir4u,Tempi di consegna per servizi professionali,Vorrei sapere se per incluso supporto H24 è disponibile la consegna express e a quale costo.,Commerciale,media
3xf3p7wf,Richiesta rimborso per mese corrente,Necessito dello storno del servizio di supporto per non conformità della prestazione.,Amministrazione,media
68wd3ei2,Comportamento anomalo durante elaborazione batch,Il sistema mostra un comportamento inatteso quando tento di eseguire dal client desktop.,Tecnico,alta
erev1y0i,Richiesta rimborso per quota associativa,Chiedo la restituzione della somma pagata per il servizio di supporto causa inadempienza.,Amministrazione,alta
dg9n2jq8,Tempi di consegna per licenze enterprise,Abbiamo necessità di per sede Milano per il giorno X. È fattibile?,Commerciale,media
tz9r6n7q,Verifica estratto conto canone mensile,C'è una voce sospetta nei movimenti del canone di febbraio che vorrei verificare.,Amministrazione,alta
kag0ttyo,Modifica commessa supporto tecnico,È necessario rettificare alcune voci in per reparto vendite.,Commerciale,bassa
dcb2iv2e,Disponibilità articolo sistema ERP,Quando è previsto il rifornimento di 10 utenti?,Commerciale,bassa
4tcuj32k,Stato acquisto modulo CRM,La commessa con formazione inclusa risulta ancora in elaborazione dopo due settimane.,Commerciale,media
hf9jqzy5,Richiesta fattura per anno contabile,Sto cercando la fattura della fornitura di dicembre ma non la trovo negli archivi.,Commerciale,alta
i3xvad3w,Interruzione servizio modulo contabilità,Da stamattina sul modulo reporting si blocca continuamente e non riesco più a lavorare.,Tecnico,alta
qj3sp5f2,criticità nel modulo workflow,"Dopo l'aggiornamento alla versione 2. 3, sulla dashboard principale presenta diversi malfunzionamenti.",Tecnico,alta
6pnvu3jy,Accesso negato a backup,Ottengo un errore di autorizzazione quando tento di usare da ieri sera.,Tecnico,alta
zrjaoi8b,Modifica ordine supporto tecnico,È necessario rettificare alcune voci in versione professionale.,Commerciale,media
h7878epi,Verifica importo fattura canone mensile,Abbiamo notato che l'accordo commerciale riporta cifre diverse da quelle concordate contrattualmente.,Amministrazione,media
ktsds24w,Funzionalità integrazione API non operativa,La feature codice 500 è presente ma completamente non funzionante.,Tecnico,media
5ls3tvcq,Anomalia nel modulo workflow,"Dopo l'aggiornamento alla versione 2. 3, dalla versione 2. 3 presenta diversi malfunzionamenti.",Tecnico,media
sbhfsc6g,Richiesta preventivo per pacchetto base,Avrei bisogno di un'offerta per versione professionale comprensiva di costi e tempi di implementazione.,Commerciale,media
1nv1i8sy,Disponibilità articolo pacchetto standard,Vorrei sapere quando sarà disponibile la configurazione enterprise. Abbiamo una scadenza da rispettare.,Commerciale,bassa
oz8b58rw,Disponibilità articolo consulenza strategica,Potete verificare l'inventario di modalità SaaS?,Commerciale,bassa
3kk88t6t,Tempi di consegna per licenze enterprise,Quali sono i tempi di consegna previsti per bundle completo? Abbiamo una scadenza ravvicinata.,Commerciale,media
vw02eibg,Disponibilità articolo consulenza strategica,Potete comunicarmi la disponibilità attuale di per il Q2 2024?,Commerciale,bassa
xqw45g86,Modifica ordine pacchetto base,Potete aggiornare i dettagli dell'ordine 10 utenti?,Commerciale,alta
